Title_es,SubTitle_es,CodeFlag,Value,MeaningParameterDescription_es,Note_es,noteIDs,UnitComments_es,Status
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,36,,Fracción de cobertura de precipitación estratiforme,,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,37,,Fracción de cobertura de precipitación convectiva,,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,38,,Densidad másica de las gotitas de nube,,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,39,,Densidad másica del hielo de nube,,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,40,,Densidad másica de gotitas de agua en nube convectiva,,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,41-46,,Reservadas,,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,47,,Fracción de volumen de gotitas de agua en nube**,,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,48,,Fracción de volumen de partículas de hielo en nube**,,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,49,,Fracción de volumen de nube (hielo y/o agua)**,,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,50,,Niebla (véase la nota 1),,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,51-191,,Reservados,,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,192-254,,Reservados para uso local,,,,Operational
"Campo de especialización 0 — Productos meteorológicos, categoría de parámetros 6: nubes",,255,,Valor faltante,,,,Operational
